"Title","User","Domain","Bot","Comment","Server URL","Full URL"
"اولین شلیک (فیلم ۲۰۰۲)","ArmanMirzaei","fa.wikipedia.org","false","","https://fa.wikipedia.org","https://fa.wikipedia.org/wiki/اولین شلیک (فیلم ۲۰۰۲)"
"Category:December 2024 in Saxony","Kleeblatt187","commons.wikimedia.org","false","[[:Category:December 2024 in Landkreis Leipzig]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:December 2024 in Saxony"
"Q23117043","VIGNERON","www.wikidata.org","false","/* wbeditentity-update-languages-short:0||nl */ QuickStatements 3.0 [[:toollabs:qs-dev/batch/4378|batch #4378]]","https://www.wikidata.org","https://www.wikidata.org/wiki/Q23117043"
"File:La Cour de Célimène (manuscrit autographe) - btv1b10860513c (218 of 360).jpg","Gzen92Bot","commons.wikimedia.org","true","Gallica btv1b10860513c","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:La Cour de Célimène (manuscrit autographe) - btv1b10860513c (218 of 360).jpg"
"Category:December in Landkreis Leipzig","Kleeblatt187","commons.wikimedia.org","false","[[:Category:December 2024 in Landkreis Leipzig]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:December in Landkreis Leipzig"
"File:Junio 2025, Villahermosa del Río 13.jpg","BotMultichillT","commons.wikimedia.org","true","/* wbeditentity-update:0| */ Adding structured data: source, author & copyright","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Junio 2025, Villahermosa del Río 13.jpg"
"Q69771269","KrBot","www.wikidata.org","true","/* wbsetclaimvalue:1| */ [[Property:P1476]]: Fractions of human neoplasms and mice-LDH virus as markers of human cancer","https://www.wikidata.org","https://www.wikidata.org/wiki/Q69771269"
"نخستین شلیک (فیلم ۲۰۰۲)","ArmanMirzaei","fa.wikipedia.org","false","حذف برای ممکن شدن انتقال  «[[اولین شلیک (فیلم ۲۰۰۲)]]»","https://fa.wikipedia.org","https://fa.wikipedia.org/wiki/نخستین شلیک (فیلم ۲۰۰۲)"
"File:Portret van een jong meisje, asset G3e2EXecbdDcagXNhysI5qvQ.tif","Mr.Nostalgic","commons.wikimedia.org","false","{{Information
|Description={{nl|1=<br>Titel:<br>Portret van een jong meisje<br>Objecttype: Prenten<br>Maker: Willem Linnig<br>Objectnummer: tg:lhpr:10658:m1<br>Objecttype: prenten<br>Fysieke kenmerken<br>Drager: papier (vezelproduct)<br>Materiaal: inkt<br>Afmetingen (mm)<br>breedte: 190<br>hoogte: 235<br>Techniek<br>etsen (drukprocedé)<br>Opschrift: l.o.: W. Linnig Jr<br>Collectie van Alfons K.L. Thijs<br>Bewaarinstelling: Letterenhuis<br>Plaatsingsnummer: Planex GT / L 615<br>}}
|Source=https://dams.antwerpen.be/asset/G3e2EXecbdDcagXNhysI5qvQ
|Date=Unknown
|Author=Willem Linnig
|Permission=
|other_versions=
}}

== {{int:license-header}} ==
{{PD-old}}
{{PD-US-expired}}


[[Category:Collections of the Letterenhuis]]","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Portret van een jong meisje, asset G3e2EXecbdDcagXNhysI5qvQ.tif"
"File:""Messe à quatre voix et à grand orchestre par F. Benoist Pensionnaire de l'Académie de France à Rome. 1ere partie"" - btv1b10539148p (131 of 165).jpg","Gzen92Bot","commons.wikimedia.org","true","Gallica btv1b10539148p","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:""Messe à quatre voix et à grand orchestre par F. Benoist Pensionnaire de l'Académie de France à Rome. 1ere partie"" - btv1b10539148p (131 of 165).jpg"
"File:Am Rößlebad 5 Augsburg.JPG","SchlurcherBot","commons.wikimedia.org","true","/* wbeditentity-update:0| */ automatically adding [[Commons:Structured data|structured data]] based on file information","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Am Rößlebad 5 Augsburg.JPG"
"File:CH-KBAR - Ringkämpfer in Aktscha - KB-019897.tif","Uschoen","commons.wikimedia.org","false","/* wbsetclaim-create:2||1 */ [[d:Special:EntityPage/P6305]]: 2023090410003653, Maeder all photos VRT ticket number ([[:toollabs:editgroups-commons/b/OR/91967532275|details]])","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:CH-KBAR - Ringkämpfer in Aktscha - KB-019897.tif"
"File:गरम पाण्याचे स्त्रोत्र.png","Yann","commons.wikimedia.org","false","Media missing permission as of 14 June 2025","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:गरम पाण्याचे स्त्रोत्र.png"
"رده:تغییرمسیرهای حاصل از انتقال","ArmanMirzaei","fa.wikipedia.org","true","[[:اولین شلیک (فیلم ۲۰۰۲)]] به رده اضافه شد","https://fa.wikipedia.org","https://fa.wikipedia.org/wiki/رده:تغییرمسیرهای حاصل از انتقال"
"Category:松本市出身の人物","2400:4052:61A1:B600:ACFA:7914:C691:92CC","ja.wikipedia.org","false","[[:水島努]]をカテゴリに追加","https://ja.wikipedia.org","https://ja.wikipedia.org/wiki/Category:松本市出身の人物"
"رده:تغییرمسیرهای متصل شده به یک آیتم ویکی‌داده","ArmanMirzaei","fa.wikipedia.org","true","[[:اولین شلیک (فیلم ۲۰۰۲)]] به رده اضافه شد","https://fa.wikipedia.org","https://fa.wikipedia.org/wiki/رده:تغییرمسیرهای متصل شده به یک آیتم ویکی‌داده"
"Category:長野県出身の人物","2400:4052:61A1:B600:ACFA:7914:C691:92CC","ja.wikipedia.org","false","[[:水島努]]をカテゴリから除外","https://ja.wikipedia.org","https://ja.wikipedia.org/wiki/Category:長野県出身の人物"
"Category:Articles with connected contributors","Gråbergs Gråa Sång","en.wikipedia.org","false","[[:Talk:Brooke Norton-Cuffy]] added to category","https://en.wikipedia.org","https://en.wikipedia.org/wiki/Category:Articles with connected contributors"
"Category:Polish terms suffixed with -ny","KamiruPL","en.wiktionary.org","false","[[:głodny]] added to category","https://en.wiktionary.org","https://en.wiktionary.org/wiki/Category:Polish terms suffixed with -ny"
"Maximilian Befort","Thomas Dresler","de.wikipedia.org","false","Wikilink mit sichtbaren Klammern korrigiert","https://de.wikipedia.org","https://de.wikipedia.org/wiki/Maximilian Befort"
"Q23117052","VIGNERON","www.wikidata.org","false","/* wbeditentity-update-languages-short:0||nl */ QuickStatements 3.0 [[:toollabs:qs-dev/batch/4378|batch #4378]]","https://www.wikidata.org","https://www.wikidata.org/wiki/Q23117052"
"File:NDL960615 独逸破産法 第1分冊.pdf","MidleadingBot","commons.wikimedia.org","true","/* wbeditentity-update:0| */","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:NDL960615 独逸破産法 第1分冊.pdf"
"Wikipedia:抄襲","Taiwania Justo","zh.wikipedia.org","false","","https://zh.wikipedia.org","https://zh.wikipedia.org/wiki/Wikipedia:抄襲"
"Category:Polish relational adjectives","KamiruPL","en.wiktionary.org","false","[[:głodny]] added to category","https://en.wiktionary.org","https://en.wiktionary.org/wiki/Category:Polish relational adjectives"
"Q124532282","Escarbot","www.wikidata.org","true","/* wbeditentity-update-languages-short:0||fr */ Modification de la description [fr] : page de catégorie d'un projet Wikimédia","https://www.wikidata.org","https://www.wikidata.org/wiki/Q124532282"
"Category:PD-old missing SDC copyright status","Mr.Nostalgic","commons.wikimedia.org","false","[[:File:Portret van een jong meisje, asset G3e2EXecbdDcagXNhysI5qvQ.tif]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:PD-old missing SDC copyright status"
"مقام شیخ شعلہ","Tahir697","ur.wikipedia.org","false","","https://ur.wikipedia.org","https://ur.wikipedia.org/wiki/مقام شیخ شعلہ"
"Q19659","Janabaevazizbek","www.wikidata.org","false","/* wbsetdescription-add:1|kaa */ XII ásirdiń jılı","https://www.wikidata.org","https://www.wikidata.org/wiki/Q19659"
"Category:CC-PD-Mark","Mr.Nostalgic","commons.wikimedia.org","false","[[:File:Portret van een jong meisje, asset G3e2EXecbdDcagXNhysI5qvQ.tif]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:CC-PD-Mark"
"Category:Files from Gallica","Gzen92Bot","commons.wikimedia.org","true","[[:File:La Cour de Célimène (manuscrit autographe) - btv1b10860513c (218 of 360).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Files from Gallica"
"Jean-Michel Lapin","Ciseleur","fr.wikipedia.org","false","","https://fr.wikipedia.org","https://fr.wikipedia.org/wiki/Jean-Michel Lapin"
"Q135008899","Bouzinac","www.wikidata.org","false","/* wbeditentity-create:2|fr */ 2024 Closure of the Israeli Embassy in Dublin","https://www.wikidata.org","https://www.wikidata.org/wiki/Q135008899"
"Category:PD Old","Mr.Nostalgic","commons.wikimedia.org","false","[[:File:Portret van een jong meisje, asset G3e2EXecbdDcagXNhysI5qvQ.tif]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:PD Old"
"Category:PD US expired","Mr.Nostalgic","commons.wikimedia.org","false","[[:File:Portret van een jong meisje, asset G3e2EXecbdDcagXNhysI5qvQ.tif]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:PD US expired"
"Category:Artworks without Wikidata item","Gzen92Bot","commons.wikimedia.org","true","[[:File:La Cour de Célimène (manuscrit autographe) - btv1b10860513c (218 of 360).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Artworks without Wikidata item"
"Category:PD France","Gzen92Bot","commons.wikimedia.org","true","[[:File:La Cour de Célimène (manuscrit autographe) - btv1b10860513c (218 of 360).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:PD France"
"Q69771275","KrBot","www.wikidata.org","true","/* wbsetlabel-set:1|en */ Surgical treatment of vulvar cancer and plastic reconstruction of vulvar defects","https://www.wikidata.org","https://www.wikidata.org/wiki/Q69771275"
"Category:PD-US missing SDC copyright status","Mr.Nostalgic","commons.wikimedia.org","false","[[:File:Portret van een jong meisje, asset G3e2EXecbdDcagXNhysI5qvQ.tif]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:PD-US missing SDC copyright status"
"המיליארדרים העולמיים","Neriah","he.wikipedia.org","false","","https://he.wikipedia.org","https://he.wikipedia.org/wiki/המיליארדרים העולמיים"
"Category:Collections of the Letterenhuis","Mr.Nostalgic","commons.wikimedia.org","false","[[:File:Portret van een jong meisje, asset G3e2EXecbdDcagXNhysI5qvQ.tif]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Collections of the Letterenhuis"
"Category:PD-old missing SDC copyright status","Gzen92Bot","commons.wikimedia.org","true","[[:File:La Cour de Célimène (manuscrit autographe) - btv1b10860513c (218 of 360).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:PD-old missing SDC copyright status"
"Category:CC-PD-Mark","Gzen92Bot","commons.wikimedia.org","true","[[:File:La Cour de Célimène (manuscrit autographe) - btv1b10860513c (218 of 360).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:CC-PD-Mark"
"Q58409086","Revibot","www.wikidata.org","true","/* wbcreateredirect:0||Q58409086|Q44219747 */","https://www.wikidata.org","https://www.wikidata.org/wiki/Q58409086"
"File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 57).jpg","DPLA bot","commons.wikimedia.org","true","Uploading DPLA ID ""[[dpla:25e3d6b883f748bbc246085089e3a2ea|25e3d6b883f748bbc246085089e3a2ea]]"".","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 57).jpg"
"File:Junio 2025, Villahermosa del Río 14.jpg","BotMultichillT","commons.wikimedia.org","true","/* wbeditentity-update:0| */ Adding structured data: source, author & copyright","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Junio 2025, Villahermosa del Río 14.jpg"
"המיליארדרים העולמיים","Neriah","he.wikipedia.org","false","","https://he.wikipedia.org","https://he.wikipedia.org/wiki/המיליארדרים העולמיים"
"Category:PD-old-100-expired","Gzen92Bot","commons.wikimedia.org","true","[[:File:La Cour de Célimène (manuscrit autographe) - btv1b10860513c (218 of 360).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:PD-old-100-expired"
"Projet:Sport/Articles récents","NaggoBot","fr.wikipedia.org","true","Sport : suivi des articles récents + [[Open de Grande-Bretagne de snooker 2025]]","https://fr.wikipedia.org","https://fr.wikipedia.org/wiki/Projet:Sport/Articles récents"
"Category:Files from Gallica","Gzen92Bot","commons.wikimedia.org","true","[[:File:Fonds du Théâtre des Variétés. II. Partitions. Partitions associées à des représentations datées. 1871-1880. 1873. La vie parisienne - opéra bouffe en 3 actes - livret de Henri Meilhac et... - btv1b52515991z (0559 of 1010).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Files from Gallica"
"Q23117047","VIGNERON","www.wikidata.org","false","/* wbeditentity-update-languages-short:0||nl */ QuickStatements 3.0 [[:toollabs:qs-dev/batch/4378|batch #4378]]","https://www.wikidata.org","https://www.wikidata.org/wiki/Q23117047"
"Q5823826","Ideophagous","www.wikidata.org","false","/* wbsetdescription-add:1|ary */ دوّار ف إيران, #quickstatements; #temporary_batch_1750571443924","https://www.wikidata.org","https://www.wikidata.org/wiki/Q5823826"
"Category:PD US expired","Gzen92Bot","commons.wikimedia.org","true","[[:File:La Cour de Célimène (manuscrit autographe) - btv1b10860513c (218 of 360).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:PD US expired"
"Category:PD-US missing SDC copyright status","Gzen92Bot","commons.wikimedia.org","true","[[:File:La Cour de Célimène (manuscrit autographe) - btv1b10860513c (218 of 360).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:PD-US missing SDC copyright status"
"Wikidata:Database reports/Constraint violations/P7362","KrBot2","www.wikidata.org","true","report update for [[Property:P7362]]","https://www.wikidata.org","https://www.wikidata.org/wiki/Wikidata:Database reports/Constraint violations/P7362"
"Category:Artworks without Wikidata item","Gzen92Bot","commons.wikimedia.org","true","[[:File:Fonds du Théâtre des Variétés. II. Partitions. Partitions associées à des représentations datées. 1871-1880. 1873. La vie parisienne - opéra bouffe en 3 actes - livret de Henri Meilhac et... - btv1b52515991z (0559 of 1010).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Artworks without Wikidata item"
"Q23117057","VIGNERON","www.wikidata.org","false","/* wbeditentity-update-languages-short:0||nl */ QuickStatements 3.0 [[:toollabs:qs-dev/batch/4378|batch #4378]]","https://www.wikidata.org","https://www.wikidata.org/wiki/Q23117057"
"Category:PD France","Gzen92Bot","commons.wikimedia.org","true","[[:File:Fonds du Théâtre des Variétés. II. Partitions. Partitions associées à des représentations datées. 1871-1880. 1873. La vie parisienne - opéra bouffe en 3 actes - livret de Henri Meilhac et... - btv1b52515991z (0559 of 1010).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:PD France"
"Category:Sheet music from Gallica (Bibliothèque nationale de France) uploaded by Gzen92Bot","Gzen92Bot","commons.wikimedia.org","true","[[:File:La Cour de Célimène (manuscrit autographe) - btv1b10860513c (218 of 360).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Sheet music from Gallica (Bibliothèque nationale de France) uploaded by Gzen92Bot"
"Category:PD US expired","Gzen92Bot","commons.wikimedia.org","true","[[:File:Fonds du Théâtre des Variétés. II. Partitions. Partitions associées à des représentations datées. 1871-1880. 1873. La vie parisienne - opéra bouffe en 3 actes - livret de Henri Meilhac et... - btv1b52515991z (0559 of 1010).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:PD US expired"
"Category:La Cour de Célimène (manuscrit autographe) - btv1b10860513c","Gzen92Bot","commons.wikimedia.org","true","[[:File:La Cour de Célimène (manuscrit autographe) - btv1b10860513c (218 of 360).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:La Cour de Célimène (manuscrit autographe) - btv1b10860513c"
"Q69771275","KrBot","www.wikidata.org","true","/* wbsetlabel-set:1|nl */ Surgical treatment of vulvar cancer and plastic reconstruction of vulvar defects","https://www.wikidata.org","https://www.wikidata.org/wiki/Q69771275"
"Category:PD-US missing SDC copyright status","Gzen92Bot","commons.wikimedia.org","true","[[:File:Fonds du Théâtre des Variétés. II. Partitions. Partitions associées à des représentations datées. 1871-1880. 1873. La vie parisienne - opéra bouffe en 3 actes - livret de Henri Meilhac et... - btv1b52515991z (0559 of 1010).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:PD-US missing SDC copyright status"
"Category:PD-old missing SDC copyright status","Gzen92Bot","commons.wikimedia.org","true","[[:File:Fonds du Théâtre des Variétés. II. Partitions. Partitions associées à des représentations datées. 1871-1880. 1873. La vie parisienne - opéra bouffe en 3 actes - livret de Henri Meilhac et... - btv1b52515991z (0559 of 1010).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:PD-old missing SDC copyright status"
"Category:CC-PD-Mark","Gzen92Bot","commons.wikimedia.org","true","[[:File:Fonds du Théâtre des Variétés. II. Partitions. Partitions associées à des représentations datées. 1871-1880. 1873. La vie parisienne - opéra bouffe en 3 actes - livret de Henri Meilhac et... - btv1b52515991z (0559 of 1010).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:CC-PD-Mark"
"Q110983769","Looniverse","www.wikidata.org","false","/* wbsetqualifier-add:1| */ [[Property:P3450]]: [[Q106771134]], #quickstatements; #temporary_batch_1750579824290","https://www.wikidata.org","https://www.wikidata.org/wiki/Q110983769"
"File:Am Rößlebad 6 Augsburg.JPG","SchlurcherBot","commons.wikimedia.org","true","/* wbeditentity-update:0| */ automatically adding [[Commons:Structured data|structured data]] based on file information","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Am Rößlebad 6 Augsburg.JPG"
"Category:PD Old (assumed)","Gzen92Bot","commons.wikimedia.org","true","[[:File:Fonds du Théâtre des Variétés. II. Partitions. Partitions associées à des représentations datées. 1871-1880. 1873. La vie parisienne - opéra bouffe en 3 actes - livret de Henri Meilhac et... - btv1b52515991z (0559 of 1010).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:PD Old (assumed)"
"Category:Sheet music from Gallica (Bibliothèque nationale de France) uploaded by Gzen92Bot","Gzen92Bot","commons.wikimedia.org","true","[[:File:Fonds du Théâtre des Variétés. II. Partitions. Partitions associées à des représentations datées. 1871-1880. 1873. La vie parisienne - opéra bouffe en 3 actes - livret de Henri Meilhac et... - btv1b52515991z (0559 of 1010).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Sheet music from Gallica (Bibliothèque nationale de France) uploaded by Gzen92Bot"
"Category:Fonds du Théâtre des Variétés. II. Partitions. Partitions associées à des représentations datées. 1871-1880. 1873. La vie parisienne - opéra bouffe en 3 actes - livret de Henri Meilhac et... - btv1b52515991z","Gzen92Bot","commons.wikimedia.org","true","[[:File:Fonds du Théâtre des Variétés. II. Partitions. Partitions associées à des représentations datées. 1871-1880. 1873. La vie parisienne - opéra bouffe en 3 actes - livret de Henri Meilhac et... - btv1b52515991z (0559 of 1010).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Fonds du Théâtre des Variétés. II. Partitions. Partitions associées à des représentations datées. 1871-1880. 1873. La vie parisienne - opéra bouffe en 3 actes - livret de Henri Meilhac et... - btv1b52515991z"
"File:Echtpaar met soldaten geuzen 1 april feest Brielle.jpg","SchlurcherBot","commons.wikimedia.org","true","/* wbeditentity-update:0| */ automatically modify [[Commons:Structured data|structured data]] based on file information: meta","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Echtpaar met soldaten geuzen 1 april feest Brielle.jpg"
"Лагатып Google","Gligli","be.wikipedia.org","false","","https://be.wikipedia.org","https://be.wikipedia.org/wiki/Лагатып Google"
"Woke","Kulttuurinavigaattori","fi.wikipedia.org","false","/* Katso myös */ +1km","https://fi.wikipedia.org","https://fi.wikipedia.org/wiki/Woke"
"Kategorie:Wikipedia:Weblink offline","Wivoelke","de.wikipedia.org","false","[[:Habitzheim]] von der Kategorie entfernt","https://de.wikipedia.org","https://de.wikipedia.org/wiki/Kategorie:Wikipedia:Weblink offline"
"Q23117066","VIGNERON","www.wikidata.org","false","/* wbeditentity-update-languages-short:0||nl */ QuickStatements 3.0 [[:toollabs:qs-dev/batch/4378|batch #4378]]","https://www.wikidata.org","https://www.wikidata.org/wiki/Q23117066"
"Metallica","Paucabot","ca.wikipedia.org","false","arxivis -> archives","https://ca.wikipedia.org","https://ca.wikipedia.org/wiki/Metallica"
"File:Kathivanoor Veeran Theyyam Mambalam, Kannur 10.jpg","Atheenasiji","commons.wikimedia.org","false","/* wbsetclaim-update:2||1 */ [[d:Special:EntityPage/P180]]: [[d:Special:EntityPage/Q16137384]], ([[:toolforge:editgroups-commons/b/CB/34c0bf52513|details]])","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Kathivanoor Veeran Theyyam Mambalam, Kannur 10.jpg"
"Category:Files from Gallica","Gzen92Bot","commons.wikimedia.org","true","[[:File:""Messe à quatre voix et à grand orchestre par F. Benoist Pensionnaire de l'Académie de France à Rome. 1ere partie"" - btv1b10539148p (131 of 165).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Files from Gallica"
"Category:Artworks without Wikidata item","Gzen92Bot","commons.wikimedia.org","true","[[:File:""Messe à quatre voix et à grand orchestre par F. Benoist Pensionnaire de l'Académie de France à Rome. 1ere partie"" - btv1b10539148p (131 of 165).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Artworks without Wikidata item"
"Category:PD France","Gzen92Bot","commons.wikimedia.org","true","[[:File:""Messe à quatre voix et à grand orchestre par F. Benoist Pensionnaire de l'Académie de France à Rome. 1ere partie"" - btv1b10539148p (131 of 165).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:PD France"
"Category:PD-old missing SDC copyright status","Gzen92Bot","commons.wikimedia.org","true","[[:File:""Messe à quatre voix et à grand orchestre par F. Benoist Pensionnaire de l'Académie de France à Rome. 1ere partie"" - btv1b10539148p (131 of 165).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:PD-old missing SDC copyright status"
"Category:使用Lang-xx模板的页面","Willy1018-bot","zh.wikipedia.org","true","[[:上网电价补贴政策]]已从分类中移除，[[Special:WhatLinksHere/上网电价补贴政策|此页面包含在其他页面之内]]","https://zh.wikipedia.org","https://zh.wikipedia.org/wiki/Category:使用Lang-xx模板的页面"
"Category:CC-PD-Mark","Gzen92Bot","commons.wikimedia.org","true","[[:File:""Messe à quatre voix et à grand orchestre par F. Benoist Pensionnaire de l'Académie de France à Rome. 1ere partie"" - btv1b10539148p (131 of 165).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:CC-PD-Mark"
"Q110625672","Kristbaumbot","www.wikidata.org","true","/* wbsetlabel-add:1|mul */ Michael Dennis Murph","https://www.wikidata.org","https://www.wikidata.org/wiki/Q110625672"
"Category:PD-old-100-expired","Gzen92Bot","commons.wikimedia.org","true","[[:File:""Messe à quatre voix et à grand orchestre par F. Benoist Pensionnaire de l'Académie de France à Rome. 1ere partie"" - btv1b10539148p (131 of 165).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:PD-old-100-expired"
"Category:PD US expired","Gzen92Bot","commons.wikimedia.org","true","[[:File:""Messe à quatre voix et à grand orchestre par F. Benoist Pensionnaire de l'Académie de France à Rome. 1ere partie"" - btv1b10539148p (131 of 165).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:PD US expired"
"Category:PD-US missing SDC copyright status","Gzen92Bot","commons.wikimedia.org","true","[[:File:""Messe à quatre voix et à grand orchestre par F. Benoist Pensionnaire de l'Académie de France à Rome. 1ere partie"" - btv1b10539148p (131 of 165).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:PD-US missing SDC copyright status"
"Category:Sheet music from Gallica (Bibliothèque nationale de France) uploaded by Gzen92Bot","Gzen92Bot","commons.wikimedia.org","true","[[:File:""Messe à quatre voix et à grand orchestre par F. Benoist Pensionnaire de l'Académie de France à Rome. 1ere partie"" - btv1b10539148p (131 of 165).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Sheet music from Gallica (Bibliothèque nationale de France) uploaded by Gzen92Bot"
"Category:""Messe à quatre voix et à grand orchestre par F. Benoist Pensionnaire de l'Académie de France à Rome. 1ere partie"" - btv1b10539148p","Gzen92Bot","commons.wikimedia.org","true","[[:File:""Messe à quatre voix et à grand orchestre par F. Benoist Pensionnaire de l'Académie de France à Rome. 1ere partie"" - btv1b10539148p (131 of 165).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:""Messe à quatre voix et à grand orchestre par F. Benoist Pensionnaire de l'Académie de France à Rome. 1ere partie"" - btv1b10539148p"
"Category:Pages using the JsonConfig extension","KrBot2","www.wikidata.org","true","[[:Wikidata:Database reports/Constraint violations/P7362]] removed from category","https://www.wikidata.org","https://www.wikidata.org/wiki/Category:Pages using the JsonConfig extension"
"Q23117072","VIGNERON","www.wikidata.org","false","/* wbeditentity-update-languages-short:0||nl */ QuickStatements 3.0 [[:toollabs:qs-dev/batch/4378|batch #4378]]","https://www.wikidata.org","https://www.wikidata.org/wiki/Q23117072"
"File:CH-KBAR - Risa - KB-017722.tif","Uschoen","commons.wikimedia.org","false","/* wbsetclaim-create:2||1 */ [[d:Special:EntityPage/P6305]]: 2023090410003653, Maeder all photos VRT ticket number ([[:toollabs:editgroups-commons/b/OR/91967532275|details]])","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:CH-KBAR - Risa - KB-017722.tif"
"Q69771275","KrBot","www.wikidata.org","true","/* wbsetlabel-set:1|sq */ Surgical treatment of vulvar cancer and plastic reconstruction of vulvar defects","https://www.wikidata.org","https://www.wikidata.org/wiki/Q69771275"
"Q121308616","Chobot","www.wikidata.org","true","/* wbeditentity-update:0| */ Added [[wikipedia:ko:분류:후베이성의 재난]]","https://www.wikidata.org","https://www.wikidata.org/wiki/Q121308616"
"Category:Information field template with formatting","DPLA bot","commons.wikimedia.org","true","[[:File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 57).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Information field template with formatting"
"Category:Media contributed by the Digital Public Library of America","DPLA bot","commons.wikimedia.org","true","[[:File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 57).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Media contributed by the Digital Public Library of America"
"File:Am Rümpfwald 01.jpg","SchlurcherBot","commons.wikimedia.org","true","/* wbeditentity-update:0| */ automatically adding [[Commons:Structured data|structured data]] based on file information","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/File:Am Rümpfwald 01.jpg"
"Category:Media contributed by the National Archives and Records Administration","DPLA bot","commons.wikimedia.org","true","[[:File:Number 505 (Serial 505) - DPLA - 25e3d6b883f748bbc246085089e3a2ea (page 57).jpg]] added to category","https://commons.wikimedia.org","https://commons.wikimedia.org/wiki/Category:Media contributed by the National Archives and Records Administration"
